,club_position,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
1501,ST,Medium/Low,78.0,73.0,55.0,71.0,27.0,67.0,32,75,71,66,66,71,55,40,64,71,82,74,74,68,69,75,85,69,74,67,40,21,74,57,68,71,22,23,18
1502,LM,Medium/Medium,78.0,66.0,71.0,74.0,60.0,68.0,74,63,37,73,61,76,67,72,64,74,76,79,72,70,77,77,49,72,70,68,64,64,70,72,44,62,60,66,59
1503,LCM,Medium/Low,56.0,69.0,74.0,70.0,65.0,73.0,73,64,52,74,68,68,77,76,72,74,55,57,68,71,76,77,83,90,66,77,65,69,66,74,60,70,63,71,61
1504,RCB,Medium/Medium,73.0,30.0,52.0,62.0,74.0,76.0,47,18,75,63,32,57,49,23,57,67,72,73,68,68,49,50,88,79,73,26,77,73,56,43,36,62,72,75,74
1505,LS,Medium/Medium,66.0,75.0,53.0,63.0,33.0,79.0,50,77,75,60,69,65,54,39,45,66,58,72,51,68,45,79,70,81,86,72,61,28,77,55,59,67,29,29,22
1506,RB,High/Medium,75.0,54.0,70.0,67.0,68.0,71.0,78,40,62,73,31,65,42,37,71,70,77,74,69,66,66,73,75,75,71,74,64,70,68,69,42,67,68,69,67
1507,RCB,Low/High,67.0,34.0,43.0,53.0,76.0,77.0,33,30,75,52,18,50,28,31,60,48,66,67,67,69,52,49,82,77,80,30,70,75,33,29,37,64,75,79,76
1508,CAM,High/Low,77.0,71.0,68.0,75.0,41.0,63.0,65,70,45,71,66,76,66,59,69,77,76,78,79,67,68,74,66,71,70,68,35,37,70,70,76,59,52,35,29
1509,RCB,Medium/High,62.0,40.0,51.0,59.0,75.0,77.0,38,35,72,65,26,55,44,27,62,65,63,61,61,57,59,61,83,74,77,33,78,74,50,38,41,63,75,76,75
1510,LM,Medium/Medium,91.0,68.0,65.0,74.0,28.0,63.0,76,64,53,63,64,78,74,65,59,71,91,91,76,66,64,78,61,76,69,71,33,19,64,60,54,63,30,25,24
1511,RB,Medium/Medium,86.0,42.0,62.0,69.0,66.0,67.0,75,39,49,70,41,68,39,32,63,71,85,86,73,67,70,49,80,72,65,38,62,68,56,48,39,58,63,72,71
1512,LCM,Medium/Medium,73.0,68.0,72.0,76.0,41.0,51.0,70,68,49,74,53,76,73,75,69,76,80,68,85,72,82,70,65,54,48,65,50,50,74,70,71,60,44,32,31
1513,LCB,Medium/Medium,61.0,41.0,53.0,57.0,75.0,73.0,40,39,72,68,31,50,34,42,58,58,62,60,65,74,63,48,81,73,74,37,68,73,44,44,49,67,75,79,74
1514,LCM,High/High,65.0,64.0,77.0,71.0,57.0,66.0,72,58,49,80,48,67,83,74,78,77,63,66,70,75,64,80,52,82,62,70,58,65,54,76,59,69,53,58,57
1515,RCB,Medium/High,71.0,38.0,60.0,66.0,73.0,72.0,60,32,74,72,33,63,31,34,64,64,70,72,73,71,71,66,87,69,71,21,74,80,54,52,46,73,70,73,71
1516,RCM,Medium/Medium,78.0,71.0,70.0,71.0,68.0,64.0,67,72,59,71,59,72,65,69,69,71,76,79,77,69,71,69,70,81,59,75,55,77,75,75,69,59,59,75,68
1517,ST,High/Medium,74.0,72.0,66.0,72.0,48.0,71.0,65,74,68,71,72,70,68,62,61,72,75,74,74,78,73,70,69,76,69,67,69,45,82,64,71,75,44,48,46
1518,CAM,High/Medium,84.0,71.0,68.0,72.0,51.0,82.0,75,71,74,67,73,74,57,57,65,69,81,86,78,72,69,78,83,82,80,69,87,53,69,69,59,67,45,49,47
1519,RWB,High/High,81.0,64.0,67.0,72.0,64.0,74.0,73,62,56,70,64,73,59,49,66,72,78,83,71,72,71,72,56,89,70,65,72,67,67,65,51,71,66,65,60
1520,RCB,Medium/High,55.0,40.0,52.0,57.0,75.0,74.0,45,35,75,65,42,48,38,35,63,65,55,55,57,69,70,49,80,68,78,32,71,72,48,38,69,64,76,76,71
1521,RS,High/High,68.0,75.0,63.0,66.0,34.0,80.0,56,76,81,70,70,63,52,39,58,66,66,70,75,70,63,74,82,79,80,69,82,30,79,68,85,74,30,28,20
1522,LCB,Medium/High,60.0,33.0,55.0,57.0,75.0,73.0,63,24,70,62,28,57,29,30,57,60,55,64,50,66,40,60,66,66,74,26,79,76,30,47,44,63,73,78,74
1523,RW,Medium/Medium,77.0,72.0,68.0,76.0,43.0,69.0,70,67,62,71,74,77,64,46,62,76,76,77,78,70,75,84,84,73,66,74,68,42,72,73,58,75,45,37,40
1524,RB,High/High,88.0,56.0,61.0,69.0,66.0,74.0,69,45,54,65,51,67,58,37,68,65,92,85,84,69,86,74,80,82,73,67,64,69,55,49,45,69,64,70,69
1525,RCB,High/Medium,68.0,59.0,69.0,68.0,72.0,76.0,69,56,71,72,54,66,70,37,74,71,67,68,64,75,64,67,75,73,79,59,74,71,63,69,56,65,71,73,70
1526,LCB,Medium/Medium,53.0,32.0,48.0,52.0,73.0,78.0,27,30,81,60,32,47,27,28,60,60,51,54,43,71,53,42,83,73,83,22,69,72,33,50,41,53,76,70,71
1527,RB,High/Medium,84.0,51.0,60.0,63.0,69.0,76.0,74,42,62,59,40,59,66,41,62,67,79,88,75,62,60,74,89,79,73,52,77,68,49,50,46,61,73,68,70
1528,RCB,Medium/Medium,58.0,40.0,47.0,41.0,74.0,80.0,36,28,78,57,36,30,35,40,57,48,55,60,32,61,72,68,66,72,85,36,79,77,35,39,57,64,72,74,70
1529,ST,Medium/Medium,68.0,72.0,52.0,68.0,31.0,79.0,30,75,76,61,68,71,55,44,52,73,67,68,56,71,43,76,54,70,90,65,67,34,75,58,65,65,20,28,23
1530,RCB,High/High,74.0,47.0,57.0,58.0,70.0,86.0,61,41,75,62,26,58,35,29,70,62,68,78,48,64,36,68,71,73,95,48,84,70,28,45,46,65,65,72,72
1531,RW,High/High,81.0,67.0,67.0,73.0,57.0,75.0,66,67,46,68,61,74,72,47,62,70,81,81,79,68,79,71,75,89,67,64,77,51,72,73,66,67,60,62,57
1532,CAM,Medium/Medium,73.0,68.0,72.0,74.0,63.0,73.0,70,69,49,74,59,74,67,69,69,74,75,72,73,70,73,72,80,81,67,67,77,65,71,76,54,75,67,64,59
1533,RM,High/Medium,83.0,66.0,65.0,72.0,35.0,63.0,65,72,58,67,56,74,54,37,69,72,81,85,70,71,69,66,81,66,69,58,38,27,73,69,43,60,28,41,35
1534,LB,High/Medium,74.0,62.0,70.0,71.0,69.0,66.0,74,53,59,71,60,72,72,70,65,71,75,74,72,74,72,79,66,74,61,70,68,69,70,67,45,65,68,71,73
1535,RM,High/Medium,83.0,35.0,61.0,61.0,69.0,80.0,62,27,67,70,59,58,34,34,60,61,84,83,73,68,66,52,64,90,78,25,77,70,54,58,39,55,69,68,70
1536,CB,Medium/Medium,67.0,49.0,47.0,53.0,73.0,77.0,41,52,75,61,49,46,29,40,51,60,67,67,53,72,59,52,91,71,79,41,74,77,61,34,32,55,72,72,66
1537,RM,High/Medium,74.0,71.0,70.0,70.0,43.0,77.0,73,70,69,73,71,72,72,43,68,73,76,73,65,64,51,75,70,72,81,66,74,42,78,70,68,68,35,45,34
1538,CB,High/High,73.0,42.0,57.0,54.0,74.0,75.0,55,36,74,66,38,44,50,36,56,61,74,72,69,71,55,58,71,74,75,45,76,71,37,53,31,56,75,75,73
1539,ST,Medium/Medium,63.0,74.0,58.0,69.0,26.0,70.0,54,75,75,69,75,69,65,45,45,71,64,63,67,74,66,78,70,64,76,71,62,18,75,52,59,68,24,21,18
1540,RCB,Medium/Medium,52.0,31.0,53.0,59.0,74.0,72.0,43,23,76,67,30,51,31,24,62,66,52,52,55,75,64,45,83,67,76,31,67,74,37,44,37,73,71,75,73
1541,RCM,Medium/Medium,66.0,59.0,69.0,71.0,68.0,75.0,59,56,66,77,51,68,52,43,74,77,68,64,69,73,65,65,72,83,75,63,64,69,59,73,48,73,69,67,66
1542,LM,High/High,85.0,63.0,69.0,73.0,62.0,62.0,73,64,56,68,59,72,74,64,66,72,86,85,83,68,71,69,74,84,47,62,70,64,63,70,42,69,63,62,62
1543,CM,Medium/High,77.0,61.0,72.0,72.0,63.0,77.0,64,59,45,77,52,70,66,63,74,73,76,77,72,72,78,67,58,92,76,63,63,69,67,74,58,74,61,66,62
1544,RCM,High/High,68.0,62.0,68.0,71.0,73.0,80.0,62,62,84,73,55,70,56,48,72,73,69,67,65,75,68,65,82,91,74,60,81,72,73,69,49,73,71,75,66
1545,ST,Medium/Low,78.0,73.0,61.0,70.0,43.0,77.0,60,74,74,64,69,71,48,62,65,70,79,78,73,71,58,76,83,70,82,68,71,36,74,57,71,63,28,54,41
1546,LDM,Medium/High,65.0,66.0,68.0,69.0,68.0,72.0,48,58,60,80,68,69,55,52,73,73,66,64,60,70,66,78,55,66,74,73,79,73,56,70,60,72,70,68,62
1547,RB,High/Medium,83.0,55.0,56.0,74.0,65.0,62.0,75,56,47,60,51,75,54,47,39,75,85,82,78,71,78,59,34,81,59,47,51,63,63,47,57,59,62,73,71
1548,RWB,Medium/Medium,69.0,59.0,68.0,70.0,70.0,71.0,71,46,56,71,57,69,67,67,67,71,70,69,71,73,71,76,80,77,65,70,76,73,60,63,58,66,71,71,68
1549,RCM,High/High,59.0,69.0,67.0,74.0,70.0,78.0,59,68,64,72,53,75,62,59,64,76,65,54,69,74,59,74,77,87,76,72,71,69,69,73,61,73,71,73,69
1550,ST,Medium/Low,65.0,73.0,52.0,70.0,31.0,78.0,42,77,74,63,57,70,33,28,43,75,62,67,71,64,47,76,82,72,84,68,67,33,76,58,58,62,28,22,24
1551,RCM,High/Medium,75.0,70.0,71.0,77.0,67.0,72.0,69,68,63,76,68,77,73,68,73,79,78,73,74,73,78,72,82,88,64,74,68,71,65,64,67,71,67,68,61
1552,CAM,High/Medium,78.0,69.0,72.0,75.0,40.0,56.0,67,66,58,73,74,74,76,65,70,75,79,77,79,75,81,75,39,72,56,70,40,39,70,75,70,65,30,45,40
1553,LDM,Low/Medium,64.0,52.0,70.0,72.0,66.0,69.0,63,46,58,77,40,69,57,48,75,77,62,65,75,75,65,65,53,78,65,57,73,67,55,69,51,74,65,69,68
1554,ST,High/Medium,68.0,74.0,61.0,71.0,31.0,71.0,50,78,71,70,67,69,61,35,59,75,69,68,72,71,65,73,59,74,75,69,60,33,77,65,69,75,31,21,19
1555,LM,High/Medium,79.0,67.0,69.0,75.0,32.0,49.0,73,69,32,70,43,75,67,68,65,74,83,76,85,71,79,75,71,72,40,57,36,27,70,65,69,59,42,26,28
1556,LWB,High/Medium,79.0,62.0,66.0,72.0,65.0,70.0,78,56,58,67,56,72,80,76,59,68,79,79,80,69,84,78,71,84,60,69,75,63,59,53,39,70,64,66,72
1557,RM,Medium/Low,91.0,74.0,65.0,74.0,31.0,71.0,60,70,65,63,64,75,51,75,69,72,90,91,84,62,70,87,81,76,81,74,36,35,73,69,61,73,21,30,25
1558,RCB,Low/High,49.0,31.0,48.0,53.0,74.0,82.0,47,23,73,57,37,47,35,30,52,58,49,49,56,72,47,51,85,80,85,23,76,72,38,36,45,57,74,74,74
1559,LM,High/Low,67.0,74.0,76.0,77.0,39.0,64.0,75,73,68,76,71,77,80,76,74,78,68,67,77,76,75,77,67,75,57,74,66,46,76,77,81,65,34,33,28
1560,RCB,Medium/Medium,53.0,27.0,39.0,49.0,75.0,79.0,15,30,71,60,15,38,18,23,62,60,60,48,47,72,44,33,77,86,77,18,75,76,22,20,28,68,74,76,73
1561,CAM,High/Medium,77.0,63.0,73.0,75.0,61.0,70.0,71,57,58,75,56,76,73,71,72,75,76,77,78,70,69,71,70,77,68,69,65,63,70,73,53,69,60,61,58
1562,RM,High/Low,73.0,65.0,74.0,75.0,42.0,57.0,69,69,49,77,40,76,69,73,73,72,70,76,84,67,84,57,69,70,56,68,40,24,69,75,70,67,44,46,50
1563,RM,Medium/Medium,76.0,66.0,67.0,73.0,34.0,61.0,71,73,59,69,49,75,42,41,68,74,79,73,77,65,62,63,68,69,61,58,47,33,73,72,58,67,35,25,31
1564,RCM,Medium/Medium,68.0,68.0,69.0,70.0,67.0,79.0,58,68,60,74,58,67,66,64,72,73,69,68,67,75,74,76,59,88,79,65,73,72,66,73,53,71,66,69,64
1565,LCM,Medium/High,77.0,50.0,60.0,65.0,73.0,78.0,55,43,44,68,49,60,53,55,60,65,78,77,74,70,88,65,80,84,70,50,88,75,52,53,51,72,76,77,74
1566,ST,High/Medium,72.0,71.0,62.0,73.0,27.0,74.0,54,73,69,69,70,74,54,42,59,74,69,75,67,72,68,73,72,73,79,66,65,22,74,65,70,68,21,25,22
1567,RCB,Medium/High,61.0,41.0,58.0,54.0,74.0,76.0,48,42,80,65,35,49,52,53,64,58,59,63,53,70,59,45,88,72,78,35,75,73,56,55,35,64,73,74,71
1568,LAM,High/Medium,72.0,67.0,70.0,81.0,41.0,55.0,67,67,46,73,65,82,75,70,68,76,73,72,88,71,90,68,66,65,44,67,65,35,70,70,67,79,39,47,35
1569,CDM,Medium/High,49.0,46.0,59.0,65.0,75.0,77.0,41,44,72,70,39,64,52,29,64,72,50,48,49,67,52,59,55,81,81,38,69,76,53,64,40,75,77,75,74
1570,RB,High/Medium,72.0,53.0,67.0,71.0,68.0,72.0,74,59,63,74,33,71,59,29,67,75,69,74,65,72,65,64,66,80,71,32,68,63,62,61,43,68,69,70,72
1571,CAM,Medium/Medium,76.0,67.0,74.0,74.0,50.0,71.0,70,59,39,77,60,73,70,67,75,74,76,76,86,69,72,78,58,90,61,72,76,49,70,75,70,63,45,59,54
1572,RM,High/Low,83.0,69.0,67.0,74.0,49.0,68.0,67,70,59,67,65,74,67,59,66,72,82,83,82,71,67,71,65,71,67,65,65,37,75,68,65,77,53,49,48
1573,RM,High/Medium,75.0,70.0,69.0,75.0,39.0,64.0,73,66,48,67,66,76,75,64,58,75,78,72,83,70,70,76,85,63,61,73,67,36,71,77,70,65,36,41,39
1574,LW,High/Medium,89.0,59.0,70.0,74.0,32.0,60.0,75,52,54,70,47,77,65,70,69,72,92,86,78,60,73,70,67,69,66,67,30,31,63,66,61,65,35,25,24
1575,LM,Medium/Medium,85.0,69.0,69.0,72.0,55.0,67.0,67,72,58,72,62,72,73,70,67,74,83,87,75,72,68,76,75,58,71,62,68,59,73,66,44,66,56,54,44
1576,LDM,Medium/Medium,77.0,55.0,66.0,73.0,71.0,74.0,61,59,58,72,44,72,51,43,67,72,81,74,78,72,74,51,69,84,68,54,79,71,68,70,46,71,71,74,74
1577,RM,Medium/Medium,79.0,64.0,68.0,75.0,36.0,57.0,72,68,43,72,44,80,46,47,61,72,78,79,77,66,57,58,48,74,57,68,37,36,63,72,52,71,35,35,34
1578,RM,High/Medium,93.0,59.0,62.0,76.0,35.0,65.0,67,64,47,67,45,80,45,35,56,72,92,93,83,65,74,63,38,76,75,50,34,25,66,63,49,63,38,38,27
1579,LM,High/Medium,88.0,71.0,59.0,74.0,31.0,67.0,62,74,69,59,63,76,55,43,42,65,90,87,86,82,79,75,82,78,66,65,53,26,69,73,58,65,29,26,21
1580,LCB,Medium/High,68.0,45.0,49.0,49.0,76.0,78.0,42,47,76,59,33,45,29,25,56,48,62,72,56,72,36,42,70,74,88,49,61,74,45,42,34,62,79,76,72
1581,RS,High/Low,80.0,77.0,67.0,73.0,38.0,74.0,69,79,55,68,65,75,64,66,62,71,80,80,74,67,73,78,65,81,76,75,64,33,74,68,68,75,45,33,25
1582,RAM,High/Medium,77.0,71.0,72.0,77.0,64.0,67.0,70,68,59,72,63,76,81,65,70,77,80,74,80,73,72,81,60,71,70,72,57,62,76,74,55,80,60,70,64
1583,RB,Medium/Medium,76.0,56.0,62.0,71.0,69.0,73.0,74,51,57,70,34,71,58,44,59,69,77,76,74,68,74,68,59,77,68,59,82,68,65,44,45,71,70,73,67
1584,RB,High/Medium,76.0,57.0,66.0,74.0,68.0,77.0,69,57,61,70,45,75,50,35,67,71,77,76,80,71,77,59,61,79,75,57,83,71,73,65,41,73,67,71,67
1585,RW,High/Low,92.0,68.0,62.0,77.0,36.0,49.0,65,67,58,65,52,74,72,38,50,74,91,92,93,73,91,73,70,73,37,67,46,41,70,64,66,71,46,22,20
1586,RCM,Medium/Medium,62.0,60.0,71.0,71.0,68.0,73.0,63,50,76,75,48,69,63,67,75,75,55,67,66,75,83,75,59,79,68,70,82,73,68,72,47,65,64,67,66
1587,LDM,Medium/Medium,77.0,66.0,74.0,76.0,62.0,68.0,68,64,32,78,53,76,66,63,76,78,74,79,76,66,67,71,63,72,68,72,65,70,58,75,57,73,62,67,61
1588,LS,High/Medium,76.0,69.0,66.0,74.0,51.0,79.0,69,71,66,66,69,78,67,56,62,73,74,78,65,74,67,78,55,74,84,62,81,49,74,66,44,71,45,51,58
1589,ST,High/Medium,75.0,73.0,57.0,71.0,42.0,80.0,58,76,73,60,63,72,65,44,54,72,74,76,70,67,70,74,82,83,82,71,70,24,75,55,65,66,44,42,37
1590,LB,High/Medium,87.0,42.0,57.0,72.0,68.0,70.0,66,40,55,61,45,74,39,39,55,70,86,88,77,69,69,43,70,76,67,41,72,72,61,53,45,58,65,72,69
1591,LCB,Medium/Medium,74.0,43.0,62.0,63.0,74.0,74.0,66,28,72,73,37,60,37,23,62,62,73,75,71,69,69,73,72,74,75,44,73,69,60,54,35,72,76,77,75
1592,LW,Medium/Medium,81.0,64.0,67.0,78.0,47.0,63.0,68,68,53,70,45,81,59,49,64,78,81,81,80,68,66,63,55,75,61,65,55,47,64,67,54,68,45,47,50
1593,LCM,High/Medium,78.0,60.0,67.0,77.0,56.0,62.0,65,63,40,71,60,76,53,66,70,78,81,76,88,63,86,61,51,88,55,52,50,50,66,64,62,68,65,58,50
1594,LM,Medium/Medium,80.0,72.0,67.0,79.0,34.0,54.0,67,75,32,70,49,82,71,73,64,78,80,80,83,70,67,77,58,60,58,75,37,23,63,61,45,62,45,33,31
1595,CAM,Medium/Low,70.0,73.0,70.0,77.0,40.0,67.0,69,70,74,69,69,78,76,75,68,81,67,72,72,71,56,81,69,64,73,75,57,36,72,72,72,71,38,36,32
1596,LCB,Medium/Medium,64.0,29.0,55.0,58.0,74.0,72.0,54,25,73,62,26,57,28,22,53,63,61,66,36,74,62,40,82,66,76,25,65,76,29,58,36,70,76,72,72
1597,RB,High/Medium,92.0,45.0,60.0,72.0,65.0,71.0,66,43,62,64,45,70,59,34,56,71,91,92,79,71,73,50,81,92,62,38,65,67,67,56,41,75,60,68,66
1598,RCB,Medium/Medium,41.0,48.0,55.0,51.0,74.0,80.0,41,41,76,66,54,50,53,40,70,55,41,41,34,64,35,72,65,63,87,41,87,72,32,43,48,64,77,74,66
1599,LCB,Medium/Medium,73.0,49.0,53.0,54.0,75.0,69.0,49,43,73,53,44,44,43,45,71,63,69,77,64,73,43,57,52,41,84,51,71,69,37,47,75,70,78,76,74
1600,LB,Medium/Medium,77.0,48.0,61.0,69.0,69.0,70.0,68,40,58,65,40,66,65,45,66,69,84,72,79,77,75,64,82,75,64,51,77,71,48,46,55,69,68,73,71
1601,RCM,Medium/Medium,63.0,53.0,65.0,64.0,73.0,75.0,56,52,58,74,42,62,44,60,72,64,65,61,65,71,58,58,78,79,75,50,71,75,62,57,58,72,79,72,68
1602,RCM,Medium/Medium,68.0,65.0,75.0,74.0,34.0,67.0,74,57,71,75,55,74,81,76,73,75,71,65,75,78,59,71,61,68,73,75,54,54,73,75,69,72,18,29,21
1603,LCB,Medium/Medium,62.0,37.0,56.0,61.0,74.0,74.0,38,32,73,69,33,58,41,35,63,66,59,64,51,68,64,52,74,68,77,32,74,72,39,53,44,67,73,75,74
1604,LB,High/Low,78.0,45.0,59.0,62.0,70.0,61.0,72,40,59,68,49,61,64,40,53,57,79,77,69,67,74,55,75,88,54,48,41,67,40,40,38,63,78,68,73
1605,RM,Medium/Medium,66.0,50.0,70.0,67.0,72.0,59.0,76,45,69,74,55,61,61,62,71,72,63,68,75,71,76,53,62,64,59,51,54,59,51,61,63,64,74,77,75
1606,RM,Medium/Medium,63.0,71.0,73.0,72.0,61.0,67.0,63,69,58,80,55,71,77,68,78,78,69,58,68,71,74,81,61,69,68,72,63,69,68,65,66,54,54,64,59
1607,RB,Medium/Medium,65.0,54.0,64.0,64.0,70.0,69.0,77,46,75,69,42,53,43,68,63,76,72,60,64,71,72,65,73,77,64,64,72,65,51,45,63,68,72,66,76
1608,LCB,Medium/Medium,67.0,54.0,58.0,64.0,73.0,75.0,62,47,74,68,51,58,49,43,71,72,66,67,61,72,61,70,71,74,74,52,78,73,41,34,67,64,71,77,67
1609,LM,High/Medium,72.0,62.0,75.0,77.0,43.0,58.0,75,65,58,77,66,77,70,62,74,75,71,72,83,73,73,55,69,57,62,57,47,44,67,77,64,76,23,56,48
1610,RCM,Medium/Medium,73.0,71.0,70.0,73.0,38.0,64.0,72,69,56,70,56,74,62,75,65,73,75,72,77,67,69,74,60,73,58,77,70,22,71,72,65,70,48,35,33
1611,RCM,Medium/Medium,61.0,53.0,65.0,64.0,71.0,75.0,55,46,61,72,49,61,59,45,71,67,60,61,65,71,59,68,73,77,73,58,76,75,43,64,54,69,73,72,68
1612,CDM,Low/Medium,71.0,65.0,66.0,62.0,74.0,69.0,43,57,71,77,63,58,63,54,75,60,72,71,79,64,74,80,66,75,62,73,79,77,54,65,62,61,79,71,63
1613,ST,Medium/Medium,78.0,74.0,60.0,73.0,29.0,60.0,51,75,68,67,75,74,62,45,47,72,80,77,78,72,66,77,69,68,62,68,41,29,76,72,75,77,27,23,18
1614,LS,Medium/Medium,51.0,75.0,68.0,64.0,43.0,81.0,69,75,81,71,70,61,61,46,70,72,48,53,50,73,60,80,85,73,84,69,80,42,77,68,79,75,42,38,29
1615,RCM,Medium/Medium,54.0,57.0,67.0,68.0,75.0,68.0,61,59,72,73,41,71,42,43,71,66,59,50,62,73,64,54,76,71,65,64,68,72,41,71,51,66,78,75,74
1616,LCM,Medium/Medium,79.0,69.0,69.0,73.0,39.0,52.0,77,70,55,69,61,76,53,54,61,71,77,80,73,68,80,74,59,56,53,60,42,34,79,73,64,57,33,42,43
1617,RW,Medium/Medium,77.0,63.0,71.0,77.0,32.0,51.0,71,64,42,75,74,75,73,69,60,74,82,72,88,80,85,59,70,69,45,56,39,36,72,74,68,74,33,24,33
1618,RAM,Medium/Medium,69.0,72.0,73.0,74.0,29.0,67.0,75,72,77,73,61,75,79,76,64,75,72,67,71,70,75,72,78,71,66,77,61,22,72,76,65,76,25,24,22
1619,CAM,High/Low,69.0,69.0,72.0,73.0,30.0,70.0,73,62,61,75,72,74,71,72,61,75,73,65,66,82,62,77,55,71,77,74,54,33,70,76,66,74,16,31,32
1620,CM,High/High,65.0,62.0,69.0,70.0,69.0,73.0,58,57,55,76,56,66,61,64,74,73,66,65,72,72,72,72,64,85,70,67,68,69,57,68,60,72,71,72,68
1621,RCB,High/Medium,62.0,32.0,55.0,63.0,74.0,75.0,28,30,73,73,21,58,22,20,65,68,50,72,56,70,66,44,73,79,79,24,60,76,29,61,45,74,74,75,67
1622,RCM,High/High,84.0,67.0,71.0,77.0,67.0,71.0,62,67,56,76,58,77,68,59,71,76,82,85,85,69,77,72,66,78,69,66,67,69,69,75,61,72,66,70,68
1623,RB,Medium/Medium,71.0,53.0,64.0,70.0,71.0,76.0,71,44,64,69,60,72,50,45,64,67,72,70,71,67,66,64,71,89,72,50,73,73,69,56,77,66,72,72,68
1624,RM,Medium/Medium,79.0,48.0,63.0,68.0,73.0,79.0,66,43,70,71,46,65,69,39,60,69,77,80,72,74,76,72,79,84,79,35,72,72,65,55,42,70,73,73,73
1625,RB,Medium/Medium,76.0,48.0,60.0,69.0,71.0,72.0,68,41,62,67,43,69,60,35,51,69,73,78,69,69,73,57,89,73,73,53,65,70,58,54,56,65,72,74,71
1626,LB,High/Medium,70.0,52.0,60.0,67.0,72.0,73.0,68,40,68,67,24,64,45,40,58,68,71,69,70,70,72,72,79,78,68,66,78,73,58,50,38,65,72,73,73
1627,RM,High/Medium,90.0,69.0,62.0,75.0,30.0,61.0,62,73,60,69,65,74,61,39,47,71,91,89,91,76,79,69,79,71,61,59,46,29,71,66,65,70,31,22,20
1628,LB,Medium/Medium,73.0,50.0,64.0,73.0,71.0,68.0,70,48,53,66,45,76,51,38,60,71,75,72,72,63,74,59,73,75,61,47,73,75,57,69,47,64,71,73,74
1629,RM,High/High,78.0,64.0,67.0,72.0,68.0,66.0,72,68,60,71,58,74,63,32,64,71,79,77,74,65,69,69,75,79,57,58,70,70,70,66,38,68,68,70,63
1630,CAM,Medium/Low,78.0,74.0,72.0,77.0,30.0,72.0,65,76,59,76,65,80,53,70,72,76,79,78,77,72,75,75,70,78,76,75,55,16,71,75,66,71,44,19,18
1631,CAM,High/Medium,79.0,67.0,69.0,77.0,31.0,63.0,65,67,50,68,68,78,74,65,67,76,80,78,84,69,76,68,63,71,63,66,51,28,70,75,70,78,26,32,33
1632,LCB,High/High,65.0,68.0,75.0,66.0,73.0,76.0,76,63,71,73,58,64,74,79,77,71,64,66,63,71,58,76,73,83,76,73,70,73,69,74,69,72,72,74,72
1633,LCB,Medium/Medium,74.0,41.0,60.0,53.0,77.0,66.0,59,35,74,67,40,40,58,49,65,63,77,72,68,70,41,54,72,54,76,44,53,72,33,46,45,70,79,78,79
1634,RB,High/Medium,88.0,58.0,64.0,73.0,66.0,67.0,73,60,55,68,49,72,46,52,59,72,85,90,80,73,86,60,80,75,67,50,55,67,77,59,50,63,68,68,64
1635,LDM,Medium/Medium,70.0,67.0,72.0,71.0,65.0,69.0,57,59,56,76,56,71,67,71,76,73,70,70,65,74,76,82,70,75,66,74,70,64,68,77,56,60,68,67,64
1636,RCM,High/Medium,69.0,67.0,74.0,72.0,67.0,74.0,74,63,53,73,66,68,73,73,75,73,71,67,77,73,86,74,72,82,64,74,87,72,65,75,58,72,67,67,66
1637,LF,High/Low,85.0,73.0,64.0,74.0,26.0,62.0,69,75,56,66,64,77,70,57,49,72,84,86,79,66,71,70,55,73,68,76,35,21,75,66,66,67,24,22,19
1638,LB,High/Medium,74.0,68.0,76.0,76.0,56.0,64.0,77,66,58,76,53,77,73,71,76,76,72,75,77,67,80,72,62,73,61,73,60,66,73,75,52,68,50,56,55
1639,LB,Medium/Medium,71.0,38.0,62.0,67.0,69.0,76.0,75,31,57,68,48,65,55,38,57,69,70,71,65,72,67,51,58,87,73,35,73,75,54,50,41,63,68,71,67
1640,CB,Low/Medium,55.0,37.0,54.0,57.0,73.0,75.0,32,31,73,70,24,53,41,35,70,65,62,50,42,69,58,60,70,70,79,27,74,72,39,42,42,69,72,75,74
1641,RB,High/Medium,73.0,37.0,70.0,66.0,70.0,75.0,74,30,68,72,36,66,67,62,71,64,70,75,69,65,70,50,73,79,74,32,73,67,61,64,36,66,68,73,75
1642,RWB,High/Medium,81.0,44.0,60.0,67.0,69.0,73.0,65,42,55,63,29,68,55,45,50,61,78,83,80,65,75,51,83,87,69,45,64,74,52,63,44,65,65,73,70
1643,LCM,Medium/High,66.0,62.0,66.0,68.0,70.0,75.0,57,57,55,71,60,67,48,49,73,69,65,67,64,71,68,70,71,79,74,68,75,74,63,68,52,69,71,72,68
1644,CAM,Medium/Medium,79.0,71.0,68.0,76.0,50.0,61.0,69,69,65,67,65,75,81,67,65,75,81,77,86,69,81,77,57,67,63,69,49,39,75,69,69,81,45,55,53
